Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8,91,0,8,6,86.0
2,68,0,6,4,45.0
5,60,1,4,1,42.0
8,50,0,9,2,43.0
8,41,1,8,1,35.0
7,62,1,4,7,55.0
8,95,0,5,2,90.0
1,53,1,9,9,30.0
4,86,0,7,9,69.0
1,90,1,5,0,67.0
6,42,0,6,8,33.0
2,65,1,6,2,40.0
9,69,0,9,9,64.0
5,97,1,7,4,83.0
5,48,1,6,4,33.0
4,47,0,4,8,27.0
2,82,0,8,0,57.0
1,64,1,7,8,40.0
9,52,0,9,0,49.0
6,48,1,6,6,34.0
3,54,0,5,0,32.0
9,68,0,9,7,67.0
2,68,0,8,4,41.0
4,82,1,7,4,67.0
5,75,0,4,1,59.0
3,72,1,5,2,52.0
2,91,1,4,7,68.0
6,92,1,7,9,80.0
1,97,1,9,8,74.0
7,68,0,6,9,61.0
4,89,0,6,3,71.0
2,88,1,4,6,64.0
4,60,0,5,7,39.0
8,83,1,4,0,73.0
7,69,1,4,1,60.0
6,40,1,8,0,29.0
2,45,1,6,0,19.0
6,57,0,9,3,49.0
1,98,0,9,0,72.0
9,87,0,7,9,86.0
9,83,1,7,3,79.0
6,86,0,9,5,76.0
1,57,0,8,3,30.0
4,48,1,5,0,32.0
8,58,0,6,6,51.0
2,52,0,6,0,26.0
4,63,1,5,3,42.0
1,42,1,9,7,17.0
6,55,1,7,0,44.0
9,41,1,5,7,38.0
9,85,0,9,2,85.0
6,61,1,7,2,51.0
7,80,1,9,9,74.0
7,68,0,9,6,62.0
4,71,1,6,5,56.0
1,42,0,4,7,18.0
2,76,0,9,6,56.0
7,71,0,4,1,61.0
4,85,0,7,5,66.0
8,95,0,8,1,94.0
6,76,1,6,4,66.0
3,63,0,6,3,42.0
5,79,0,4,9,66.0
9,67,0,5,9,64.0
1,87,0,5,0,59.0
8,78,0,6,4,72.0
5,84,1,5,0,69.0
6,68,0,6,3,58.0
5,86,1,4,7,72.0
2,90,1,9,9,70.0
1,63,1,4,4,35.0
5,92,0,5,2,77.0
1,93,1,9,2,66.0
8,90,0,5,1,82.0
8,67,1,9,5,62.0
1,48,1,5,3,18.0
1,75,1,8,4,51.0
5,80,0,5,3,63.0
5,66,1,5,4,52.0
9,80,1,5,4,75.0
8,76,1,5,4,72.0
5,73,0,8,6,62.0
4,95,1,4,7,76.0
2,73,1,8,2,50.0
5,96,1,6,8,85.0
6,57,1,8,3,46.0
1,66,1,8,7,42.0
8,83,0,4,4,77.0
2,78,1,6,4,55.0
4,64,1,8,4,47.0
1,65,0,7,4,37.0
6,92,0,4,9,79.0
6,50,0,5,5,38.0
8,70,1,9,1,64.0
8,60,0,7,9,54.0
4,83,1,6,4,65.0
3,92,1,7,9,73.0
8,48,0,9,3,46.0
4,62,0,5,4,43.0
5,51,1,5,7,38.0
1,81,1,6,8,59.0
5,65,1,9,9,55.0
2,47,1,9,3,25.0
2,67,1,6,6,44.0
5,83,1,4,4,69.0
7,50,1,6,4,42.0
2,78,0,9,1,58.0
3,75,0,4,8,54.0
6,66,1,4,8,54.0
6,44,0,8,4,33.0
8,61,0,9,4,59.0
9,43,0,4,4,40.0
3,46,1,7,4,24.0
4,83,1,7,7,67.0
2,84,0,5,6,59.0
9,46,0,9,9,43.0
6,92,0,8,9,80.0
8,62,1,9,4,57.0
7,73,0,5,1,65.0
4,72,1,8,7,59.0
6,92,0,7,9,82.0
9,65,1,7,3,62.0
9,79,0,7,7,78.0
2,97,1,5,9,76.0
6,67,0,6,7,57.0
3,95,0,8,7,76.0
3,66,1,6,7,48.0
7,79,0,5,9,71.0
1,78,1,9,7,54.0
3,93,0,7,7,78.0
9,54,1,8,6,52.0
9,70,0,5,9,67.0
6,69,0,9,7,59.0
4,62,1,9,3,46.0
4,63,1,6,2,46.0
6,60,0,6,6,48.0
9,69,1,4,4,64.0
4,43,0,6,1,24.0
5,40,1,4,5,25.0
7,41,0,6,5,31.0
6,65,1,8,4,53.0
3,84,0,9,7,70.0
5,47,0,4,9,30.0
5,75,1,6,8,62.0
8,93,1,9,7,88.0
9,64,1,6,3,61.0
2,94,1,9,8,75.0
8,72,1,7,8,66.0
2,43,1,8,1,22.0
4,44,1,9,1,23.0
3,55,1,8,7,35.0
5,91,1,6,9,79.0
1,95,0,8,8,71.0
2,92,0,9,6,71.0
7,40,1,8,6,30.0
4,87,0,8,8,71.0
5,49,0,6,5,33.0
9,52,1,9,9,54.0
2,43,0,7,3,19.0
3,48,1,9,3,28.0
6,84,0,5,6,70.0
7,64,1,7,8,53.0
3,83,0,7,5,65.0
3,57,0,8,1,38.0
2,60,1,9,4,41.0
9,66,0,5,6,62.0
6,98,1,9,1,89.0
6,58,1,9,2,47.0
5,47,0,8,8,35.0
9,55,0,7,3,55.0
3,47,1,4,5,28.0
1,72,0,7,0,47.0
4,49,1,7,6,34.0
8,47,0,4,9,40.0
6,55,0,8,6,43.0
1,52,1,9,7,27.0
6,95,0,6,7,86.0
2,86,0,6,2,60.0
9,56,0,5,2,52.0
9,54,1,8,6,51.0
5,77,1,6,9,64.0
2,65,0,7,2,43.0
6,65,0,8,7,54.0
9,70,0,9,9,67.0
4,70,1,4,3,51.0
1,90,1,5,5,61.0
4,97,0,5,7,81.0
3,66,1,6,7,45.0
7,82,0,5,9,74.0
4,82,1,8,8,68.0
8,99,1,6,3,94.0
3,83,1,4,2,63.0
6,61,0,5,2,50.0
4,44,1,6,8,24.0
2,88,0,5,1,64.0
5,55,1,8,3,42.0
7,93,1,9,8,87.0
7,53,0,7,0,41.0
3,57,0,9,0,38.0
3,97,1,7,2,77.0
4,86,1,6,8,68.0
2,65,1,9,4,40.0
4,86,1,8,7,71.0
7,49,0,6,8,41.0
7,46,1,6,1,35.0
1,65,1,6,7,38.0
1,96,0,7,9,72.0
6,72,1,4,2,61.0
7,53,0,6,8,42.0
6,42,0,8,1,30.0
8,45,0,5,3,38.0
1,41,0,5,9,17.0
9,47,0,8,8,45.0
5,78,1,9,2,64.0
5,48,1,7,0,34.0
3,71,1,5,0,50.0
2,81,0,7,4,58.0
1,83,1,4,6,55.0
4,87,1,8,9,72.0
1,97,1,5,0,71.0
1,48,1,7,9,19.0
6,71,0,4,1,59.0
5,78,1,6,1,65.0
4,99,1,4,4,82.0
8,63,1,6,3,58.0
5,64,1,4,3,51.0
5,83,0,6,7,71.0
6,80,1,8,4,70.0
8,81,0,6,9,76.0
3,90,0,5,8,66.0
1,61,1,4,0,30.0
9,55,1,9,1,55.0
8,71,0,9,1,65.0
1,55,1,8,1,29.0
6,92,0,5,2,80.0
4,73,1,8,8,59.0
8,76,1,5,4,68.0
1,86,0,6,9,63.0
1,61,0,6,8,38.0
1,72,0,4,7,47.0
6,71,0,7,9,63.0
4,53,0,9,5,34.0
9,94,0,9,5,89.0
2,51,0,9,5,31.0
9,45,1,7,5,45.0
8,88,0,4,4,78.0
5,99,1,9,3,88.0
9,63,0,9,5,64.0
7,48,1,6,1,38.0
7,53,0,5,9,45.0
5,98,0,6,6,87.0
1,48,1,7,3,19.0
5,57,1,6,7,45.0
1,55,0,7,3,26.0
2,86,0,9,7,62.0
8,67,0,4,3,61.0
8,57,1,4,7,51.0
6,56,0,5,7,47.0
6,97,1,9,2,90.0
5,62,0,7,4,45.0
8,80,1,9,7,77.0
2,82,1,7,7,61.0
1,49,0,4,0,19.0
8,57,1,5,1,51.0
6,84,1,7,7,72.0
9,73,0,7,0,71.0
7,68,0,7,1,57.0
2,45,0,4,0,20.0
3,61,1,7,3,39.0
5,53,0,7,2,42.0
7,59,1,7,6,52.0
7,66,0,8,2,53.0
1,85,1,7,9,58.0
1,58,0,8,9,32.0
4,78,1,7,3,60.0
9,49,0,8,7,47.0
2,58,0,9,7,37.0
2,57,1,6,0,30.0
8,75,0,7,6,69.0
5,74,0,9,2,61.0
2,53,1,7,2,25.0
2,60,0,4,9,35.0
2,84,0,7,4,61.0
8,56,1,5,8,54.0
4,90,0,5,9,72.0
8,50,1,8,6,45.0
2,45,1,6,3,21.0
3,98,0,9,0,80.0
5,49,1,7,2,31.0
2,71,0,5,5,46.0
3,73,1,6,9,50.0
6,41,0,4,1,28.0
4,58,0,5,1,39.0
8,53,0,5,1,49.0
6,64,1,5,1,55.0
3,59,0,4,2,34.0
7,53,0,4,6,41.0
6,75,0,8,4,59.0
7,81,1,9,4,74.0
9,89,1,9,9,89.0
8,48,1,7,7,43.0
9,66,0,9,0,65.0
9,46,1,7,8,42.0
9,85,0,6,1,82.0
6,90,0,8,4,78.0
5,69,0,6,0,57.0
3,64,0,4,8,44.0
8,71,0,8,5,62.0
9,54,1,6,5,52.0
2,42,0,7,9,22.0
7,65,1,8,7,59.0
1,93,0,4,2,65.0
3,72,1,8,3,54.0
6,70,0,8,1,61.0
3,53,0,7,2,34.0
9,79,1,6,9,78.0
4,45,1,7,4,25.0
7,91,0,5,1,82.0
5,69,1,9,3,57.0
2,89,0,6,9,65.0
5,66,0,8,2,53.0
5,95,0,8,8,81.0
6,93,0,6,6,84.0
6,90,0,7,0,76.0
6,51,0,5,2,38.0
7,93,1,6,1,84.0
8,95,1,6,3,88.0
5,81,1,4,0,63.0
1,94,1,5,1,70.0
3,60,1,4,6,38.0
8,57,0,9,3,53.0
2,49,0,9,9,29.0
2,96,1,9,8,75.0
8,62,0,6,8,59.0
2,83,1,6,2,58.0
7,82,0,7,1,74.0
7,54,0,5,9,44.0
5,60,1,4,0,46.0
1,55,1,8,9,33.0
8,75,0,8,3,70.0
1,74,1,8,5,50.0
1,73,0,6,0,46.0
5,72,1,6,5,55.0
3,84,1,7,9,65.0
2,49,0,8,4,28.0
8,92,0,5,0,83.0
1,42,0,4,5,13.0
8,47,1,6,8,40.0
3,62,0,7,2,43.0
9,49,1,9,2,45.0
9,64,0,6,7,56.0
1,96,0,9,5,69.0
4,46,1,5,4,27.0
7,83,1,5,6,73.0
3,95,1,4,9,74.0
2,66,0,6,3,42.0
5,48,0,5,5,32.0
5,80,0,9,3,65.0
2,98,1,7,0,74.0
1,41,1,5,4,18.0
2,64,1,6,9,45.0
7,82,0,6,0,71.0
8,82,1,9,6,82.0
3,88,0,8,6,71.0
2,84,1,8,6,64.0
5,41,1,9,6,29.0
9,84,1,9,2,87.0
6,99,1,7,4,90.0
2,94,0,8,0,70.0
3,88,0,4,1,71.0
9,48,1,9,3,44.0
7,73,1,8,2,64.0
5,54,0,4,9,37.0
3,71,0,9,0,52.0
5,97,0,5,0,82.0
9,41,1,6,2,39.0
5,94,1,9,6,77.0
5,98,0,4,0,78.0
4,81,1,5,2,60.0
4,99,0,6,2,82.0
1,90,0,4,6,61.0
2,80,1,4,3,59.0
3,91,1,6,6,74.0
9,64,1,9,8,63.0
4,69,0,5,7,53.0
3,87,0,8,5,68.0
7,70,0,7,9,60.0
1,76,1,7,3,53.0
5,99,0,4,7,82.0
8,60,0,4,6,55.0
7,47,1,9,6,41.0
6,93,0,6,2,79.0
8,54,0,8,2,49.0
2,45,1,5,0,23.0
2,66,1,6,3,41.0
6,58,1,8,1,49.0
3,42,1,9,8,21.0
4,52,0,4,2,34.0
8,81,0,7,2,72.0
6,62,1,8,0,54.0
1,62,1,7,6,36.0
6,94,1,9,2,89.0
1,44,1,8,3,20.0
3,41,1,4,1,17.0
3,73,1,8,7,59.0
6,55,0,8,3,43.0
9,92,1,5,3,88.0
1,81,1,5,6,57.0
7,89,1,9,2,85.0
2,41,1,7,4,17.0
6,71,0,7,9,60.0
6,62,1,5,4,51.0
1,80,0,6,3,55.0
9,51,1,4,7,46.0
9,47,1,9,8,45.0
4,62,0,9,6,46.0
1,93,0,7,7,68.0
5,97,1,9,5,84.0
7,94,0,5,5,83.0
5,51,1,8,8,39.0
2,42,1,9,4,19.0
8,48,0,9,8,43.0
9,41,1,8,6,38.0
2,41,1,6,6,19.0
1,94,1,6,4,70.0
7,64,1,8,6,56.0
8,92,0,9,0,89.0
3,61,0,6,7,43.0
9,41,1,5,2,38.0
4,78,1,9,2,63.0
3,97,0,4,5,77.0
9,89,0,9,9,91.0
4,89,1,7,8,77.0
5,93,1,8,4,80.0
3,79,1,6,0,59.0
6,65,1,5,4,55.0
1,49,0,7,2,23.0
4,56,1,8,8,37.0
2,45,1,4,5,22.0
3,75,0,7,2,56.0
9,54,0,8,1,59.0
7,48,0,4,2,36.0
2,70,0,6,8,50.0
5,54,1,6,8,40.0
8,79,1,9,9,76.0
3,97,1,6,1,75.0
1,86,1,8,0,61.0
5,72,1,8,1,58.0
1,48,0,4,9,21.0
6,83,1,7,1,75.0
3,44,1,9,5,24.0
6,79,0,6,9,65.0
8,71,1,5,8,67.0
4,86,0,4,5,66.0
6,54,1,8,1,42.0
1,46,0,9,8,17.0
4,81,0,7,5,67.0
6,59,1,4,1,48.0
6,60,0,7,3,45.0
1,47,0,4,0,19.0
6,85,1,7,0,73.0
3,99,1,7,8,77.0
5,56,1,4,7,39.0
7,90,1,4,1,76.0
7,64,1,7,0,56.0
7,43,0,8,9,32.0
5,90,1,5,9,75.0
3,50,0,5,8,29.0
6,72,1,6,4,59.0
9,54,1,9,0,52.0
6,82,0,5,4,73.0
7,45,1,6,6,38.0
7,43,1,8,6,38.0
5,79,0,5,1,65.0
5,77,0,4,2,63.0
9,49,0,8,2,47.0
7,96,1,6,9,92.0
9,87,1,8,8,84.0
3,80,1,9,6,64.0
1,59,1,6,0,35.0
8,74,0,7,4,68.0
1,70,1,6,9,47.0
9,60,1,9,3,60.0
3,64,0,5,3,45.0
2,55,0,4,7,32.0
4,42,1,9,2,25.0
1,90,0,9,9,65.0
9,99,0,5,6,97.0
6,58,1,9,9,50.0
1,75,0,7,8,48.0
5,75,1,5,3,60.0
2,78,1,8,8,60.0
3,90,1,4,5,64.0
8,51,1,9,0,44.0
9,96,1,8,6,95.0
4,98,0,6,6,78.0
1,59,1,8,5,33.0
5,70,1,8,3,60.0
1,73,0,5,6,44.0
5,65,0,8,5,52.0
1,77,0,8,0,49.0
2,99,1,7,6,80.0
4,85,1,7,2,69.0
2,94,1,8,9,75.0
4,97,0,5,9,82.0
4,64,1,9,4,45.0
3,87,1,8,3,67.0
2,76,0,4,5,55.0
4,97,0,9,9,83.0
8,77,0,8,9,72.0
2,73,1,4,8,47.0
3,50,0,7,0,31.0
8,93,1,9,9,88.0
7,73,0,8,3,63.0
9,51,1,6,9,49.0
5,90,0,5,1,76.0
7,43,1,6,8,35.0
2,53,1,5,9,30.0
1,84,0,4,9,57.0
2,59,1,9,8,37.0
3,86,1,9,8,70.0
1,82,0,7,6,55.0
1,90,1,7,1,64.0
5,48,0,5,7,30.0
6,72,0,6,5,56.0
4,49,0,8,4,33.0
6,88,1,5,7,77.0
3,59,1,6,3,38.0
2,86,0,5,2,65.0
4,93,0,8,5,74.0
9,90,0,5,9,87.0
5,70,1,8,2,55.0
2,99,0,4,9,75.0
5,54,0,8,2,40.0
7,60,1,7,6,53.0
7,42,0,7,9,36.0
8,95,0,9,6,92.0
3,78,1,7,3,60.0
3,67,0,9,8,46.0
3,54,1,7,7,29.0
6,79,1,4,2,68.0
6,74,1,9,1,63.0
1,94,1,5,1,64.0
7,43,1,4,3,33.0
8,65,1,6,7,62.0
7,83,0,6,1,71.0
2,66,0,4,2,42.0
4,73,1,8,0,59.0
9,61,1,9,9,58.0
9,87,0,4,1,83.0
1,58,0,6,7,34.0
8,77,1,7,9,70.0
3,75,0,4,5,54.0
7,45,0,4,6,34.0
5,98,1,5,8,83.0
1,89,0,9,7,63.0
5,82,1,7,4,68.0
7,65,0,7,7,59.0
5,76,0,8,8,62.0
3,43,1,6,1,19.0
5,99,1,8,3,89.0
2,50,1,8,7,23.0
4,62,0,8,4,44.0
5,66,1,4,3,49.0
3,76,1,6,2,54.0
7,51,1,7,8,41.0
3,79,1,9,6,66.0
2,95,0,5,5,73.0
8,69,1,4,5,61.0
2,85,1,8,4,66.0
4,44,0,9,1,27.0
4,51,1,7,3,37.0
5,52,0,5,6,33.0
3,47,0,8,7,27.0
1,59,0,7,0,33.0
1,60,1,9,6,39.0
6,51,1,9,9,42.0
6,86,0,7,2,75.0
1,59,1,5,4,34.0
8,59,1,4,2,53.0
5,57,0,9,1,45.0
8,99,1,8,9,99.0
5,90,1,5,4,77.0
8,79,1,6,8,71.0
8,61,0,8,9,56.0
5,96,0,8,5,81.0
8,88,1,7,5,86.0
4,85,0,4,2,67.0
6,98,0,7,7,89.0
2,90,0,7,8,69.0
4,75,0,6,5,55.0
2,45,0,4,7,21.0
1,62,0,5,2,34.0
6,66,1,8,1,55.0
6,74,1,4,6,60.0
2,69,0,8,8,49.0
8,70,0,4,6,63.0
3,61,1,8,6,42.0
5,42,1,6,0,26.0
1,89,1,8,5,63.0
7,53,1,5,1,41.0
7,90,1,6,0,81.0
1,96,0,8,5,72.0
4,88,0,5,6,70.0
2,48,1,8,0,27.0
3,71,1,8,4,51.0
9,50,0,6,7,45.0
8,41,1,5,5,33.0
6,97,0,8,7,92.0
4,64,1,8,8,48.0
7,76,0,7,3,64.0
7,96,1,6,1,87.0
2,59,0,7,0,34.0
8,54,0,6,4,49.0
4,57,1,9,4,43.0
4,85,1,8,4,69.0
5,42,1,7,3,32.0
6,54,1,6,0,43.0
4,47,1,7,0,28.0
1,78,0,8,0,54.0
2,44,1,6,4,20.0
5,70,1,4,6,55.0
1,95,1,8,1,67.0
5,63,0,8,8,50.0
8,98,1,6,6,92.0
4,99,0,6,8,86.0
7,66,0,9,5,58.0
1,49,1,6,3,21.0
8,72,0,4,6,64.0
8,92,1,7,2,89.0
5,80,1,4,6,65.0
4,77,0,4,5,54.0
5,60,1,6,9,48.0
8,61,1,8,7,56.0
6,59,1,7,4,47.0
3,95,1,4,4,78.0
4,58,0,7,4,44.0
1,51,1,8,8,27.0
9,55,0,7,3,50.0
9,90,1,8,7,89.0
8,90,1,7,7,85.0
6,73,0,7,4,63.0
7,43,0,9,6,40.0
2,57,1,4,6,32.0
1,42,1,8,4,17.0
4,99,0,9,8,87.0
4,56,0,7,2,37.0
9,42,1,9,6,41.0
2,70,1,7,8,54.0
1,52,0,7,6,27.0
1,98,0,9,1,69.0
6,48,0,6,7,38.0
4,97,1,6,2,76.0
6,97,1,7,8,87.0
3,66,1,6,9,43.0
4,81,1,7,0,65.0
4,96,1,8,9,82.0
1,42,1,8,9,13.0
7,44,1,4,8,34.0
1,55,0,6,2,28.0
6,88,0,6,5,77.0
6,71,0,9,8,60.0
8,78,1,9,5,75.0
9,41,1,7,7,32.0
8,63,0,9,0,57.0
2,74,1,6,2,50.0
2,50,1,6,7,26.0
8,73,0,5,4,68.0
4,83,0,5,7,66.0
7,67,0,5,5,60.0
6,61,1,5,1,47.0
3,49,1,8,0,32.0
1,98,1,8,6,74.0
1,81,0,5,2,58.0
6,52,0,6,4,42.0
4,74,1,4,9,55.0
7,62,1,7,0,53.0
7,84,1,8,3,77.0
2,75,0,6,4,50.0
6,94,1,6,6,83.0
1,54,0,6,1,27.0
2,97,0,9,6,75.0
5,91,0,6,8,73.0
3,67,1,8,2,49.0
1,73,0,5,8,49.0
8,45,0,4,5,38.0
6,50,0,5,2,35.0
6,83,1,8,5,74.0
7,70,0,6,5,62.0
5,42,0,6,2,26.0
7,53,0,4,2,41.0
4,49,1,6,9,35.0
1,53,0,8,0,24.0
8,49,1,9,6,42.0
9,83,0,9,8,85.0
7,54,0,4,6,41.0
4,82,1,8,4,62.0
2,66,0,9,2,42.0
9,62,0,9,1,55.0
7,82,0,9,6,77.0
4,73,0,7,4,53.0
2,99,1,6,6,79.0
1,45,1,4,2,19.0
5,89,0,9,6,75.0
2,60,0,6,6,38.0
4,78,0,4,6,62.0
9,62,1,4,5,58.0
8,41,0,5,9,36.0
3,63,0,6,1,42.0
6,82,0,6,1,71.0
8,71,1,9,1,63.0
6,81,0,7,3,70.0
8,86,1,7,4,82.0
1,98,0,8,2,74.0
2,66,0,6,6,44.0
2,98,1,6,7,77.0
5,43,0,8,2,31.0
1,72,0,5,9,46.0
1,55,0,9,3,29.0
3,67,1,9,5,47.0
1,46,0,8,5,22.0
8,61,1,6,0,54.0
1,41,1,8,0,16.0
8,70,0,8,1,61.0
1,40,0,5,9,14.0
5,87,0,5,0,72.0
5,79,1,7,3,68.0
9,61,0,4,8,57.0
3,76,1,4,0,54.0
4,87,0,6,9,74.0
7,50,1,5,0,44.0
1,76,1,4,9,48.0
5,94,0,5,6,81.0
9,43,1,9,1,38.0
1,52,0,8,8,25.0
4,60,1,6,0,42.0
4,45,0,8,5,32.0
3,79,0,9,3,62.0
1,93,1,5,3,67.0
7,52,0,8,4,42.0
4,43,0,7,6,26.0
3,80,0,8,7,60.0
7,46,0,6,4,37.0
5,90,0,4,8,75.0
2,95,1,5,7,78.0
5,78,1,4,1,60.0
2,65,0,5,8,43.0
9,53,1,6,9,49.0
6,40,0,6,5,25.0
4,92,0,8,2,78.0
1,99,1,4,6,75.0
4,44,0,4,8,27.0
3,78,0,7,8,58.0
7,88,1,6,8,82.0
1,51,1,6,8,26.0
5,79,1,9,1,68.0
6,63,1,5,1,48.0
2,72,0,9,1,52.0
5,77,0,7,5,63.0
8,49,1,5,6,45.0
3,86,1,4,0,67.0
5,58,0,6,1,41.0
7,53,0,6,6,45.0
8,44,0,8,4,40.0
9,88,0,6,7,89.0
3,94,1,5,4,72.0
7,51,0,8,5,44.0
9,47,0,5,6,41.0
5,79,1,6,9,66.0
1,78,0,8,8,52.0
4,62,0,8,1,45.0
6,61,0,5,3,49.0
7,66,1,9,8,60.0
3,83,0,6,2,66.0
1,54,1,5,8,27.0
7,75,0,6,7,67.0
8,87,1,5,6,82.0
9,78,1,4,1,73.0
3,86,1,7,6,65.0
9,56,1,7,8,53.0
2,67,1,4,1,46.0
1,52,1,6,6,25.0
3,98,1,4,0,72.0
9,79,0,6,2,78.0
6,68,1,5,5,57.0
6,48,0,4,9,37.0
4,46,0,7,4,23.0
5,97,1,5,3,84.0
5,50,0,8,7,37.0
9,98,0,6,6,95.0
4,71,1,9,5,55.0
8,77,1,9,2,73.0
7,74,1,8,2,67.0
2,71,0,8,8,52.0
2,71,0,8,0,45.0
8,76,1,5,1,68.0
8,66,0,6,9,61.0
1,76,1,8,0,50.0
9,48,0,5,2,41.0
8,79,1,8,7,74.0
7,59,0,9,1,51.0
2,77,1,6,7,56.0
5,45,0,7,2,33.0
3,94,1,4,2,73.0
4,68,1,9,0,52.0
1,66,0,8,2,40.0
7,77,1,6,9,69.0
3,81,0,8,4,61.0
6,95,0,8,7,84.0
3,63,1,9,5,45.0
5,74,1,7,9,58.0
2,54,0,8,8,26.0
6,73,1,6,2,61.0
4,62,0,9,9,53.0
4,75,1,9,4,56.0
9,58,1,5,2,56.0
7,80,1,7,5,72.0
7,70,1,9,3,63.0
5,56,1,9,8,43.0
4,69,0,8,5,53.0
9,87,1,8,0,86.0
7,65,0,5,8,58.0
7,90,1,5,7,78.0
7,98,0,9,9,94.0
2,72,1,6,7,54.0
6,45,1,6,2,34.0
6,99,1,5,3,91.0
2,99,1,5,2,75.0
1,48,0,7,2,20.0
7,51,1,4,8,46.0
9,56,0,5,7,57.0
1,49,0,5,7,22.0
4,42,1,6,8,25.0
5,46,1,5,1,29.0
6,68,0,4,0,53.0
2,42,0,8,8,20.0
9,71,1,6,5,66.0
9,78,1,8,3,75.0
5,62,0,6,9,48.0
1,86,1,6,2,58.0
9,89,1,9,4,88.0
4,56,0,6,2,39.0
4,91,0,4,9,74.0
7,94,1,6,3,85.0
5,42,0,4,0,25.0
9,54,0,9,1,54.0
5,52,0,8,1,31.0
9,62,0,7,3,59.0
6,52,1,9,9,42.0
4,60,1,7,8,45.0
3,47,1,6,7,28.0
3,73,0,9,9,56.0
8,73,1,8,8,67.0
2,46,0,6,6,24.0
4,84,0,5,7,69.0
4,88,1,4,6,69.0
2,67,0,7,8,45.0
7,72,1,7,3,63.0
3,46,0,4,9,28.0
9,59,1,9,8,57.0
9,49,1,7,1,46.0
5,98,1,6,3,81.0
3,45,0,5,2,24.0
6,47,1,8,4,34.0
1,81,1,8,8,56.0
3,77,0,6,2,54.0
2,80,0,6,1,55.0
4,77,1,7,9,62.0
2,42,0,4,7,18.0
3,64,0,9,9,47.0
8,84,1,7,5,83.0
6,87,1,4,2,73.0
5,73,1,7,5,57.0
3,62,0,5,2,44.0
5,94,1,7,8,79.0
5,79,0,4,9,67.0
6,56,0,9,5,44.0
3,91,1,7,9,74.0
7,95,0,9,6,87.0
1,49,0,9,3,24.0
6,55,1,7,2,46.0
6,71,1,6,9,61.0
8,84,0,9,2,81.0
7,87,1,4,7,78.0
9,93,1,7,9,95.0
3,50,1,8,4,30.0
2,56,0,4,0,30.0
5,85,0,6,1,72.0
7,88,0,7,9,82.0
8,50,1,4,5,44.0
3,87,1,8,1,68.0
1,76,1,5,6,52.0
7,92,0,8,1,85.0
6,84,1,7,7,79.0
4,62,1,8,2,41.0
5,65,0,7,2,47.0
5,48,1,7,4,33.0
1,74,0,7,1,50.0
5,81,0,8,0,68.0
8,83,1,7,8,79.0
3,97,0,7,1,79.0
9,70,0,9,3,70.0
6,96,0,6,6,85.0
1,72,0,8,6,49.0
6,81,1,4,7,71.0
1,57,0,4,6,27.0
2,70,0,7,9,48.0
1,42,0,5,5,12.0
6,57,0,8,8,46.0
2,75,0,9,5,53.0
5,52,1,5,1,34.0
4,64,1,5,5,47.0
9,56,1,7,3,52.0
2,46,0,9,2,24.0
4,69,1,7,2,53.0
9,43,1,6,6,40.0
3,99,1,6,8,83.0
5,51,0,7,1,32.0
7,88,0,8,2,80.0
7,41,1,6,8,34.0
3,91,0,5,6,72.0
8,47,1,5,9,43.0
3,48,1,7,3,27.0
9,96,0,6,8,93.0
2,67,0,8,3,46.0
4,54,0,5,2,33.0
7,42,1,9,1,37.0
6,46,1,4,8,32.0
7,58,1,8,0,51.0
6,97,1,5,4,87.0
6,53,1,9,2,43.0
4,52,0,5,5,31.0
3,80,0,6,6,62.0
9,83,1,8,9,85.0
3,61,1,5,2,40.0
7,87,0,5,3,74.0
8,94,1,6,4,90.0
3,54,0,8,8,34.0
4,69,1,5,1,50.0
3,82,1,8,0,60.0
9,60,0,5,5,57.0
5,63,1,6,9,50.0
5,77,0,7,6,63.0
7,79,0,8,4,71.0
2,55,1,8,9,35.0
5,83,0,5,0,68.0
2,79,1,6,3,54.0
4,74,1,6,1,56.0
4,82,0,4,2,65.0
2,55,0,9,4,34.0
6,42,0,9,5,31.0
7,90,1,6,4,81.0
3,73,0,9,0,53.0
7,48,0,8,9,40.0
6,73,0,9,3,60.0
4,85,0,7,9,74.0
3,47,0,7,3,24.0
6,45,0,4,2,30.0
4,69,0,5,7,51.0
7,61,1,4,7,55.0
5,69,1,6,3,54.0
4,65,0,5,7,45.0
6,64,1,8,8,56.0
4,65,0,4,0,45.0
7,86,0,7,3,74.0
7,70,0,7,1,59.0
9,76,0,5,9,71.0
3,81,0,7,0,60.0
9,57,0,9,6,55.0
6,57,1,9,8,45.0
5,91,1,9,5,78.0
6,85,0,4,3,75.0
3,71,1,4,5,50.0
7,75,1,4,1,67.0
5,69,0,9,7,57.0
3,63,0,4,9,40.0
8,89,1,9,8,84.0
2,77,1,8,6,55.0
6,69,1,9,5,57.0
5,94,1,5,5,82.0
2,88,0,4,3,66.0
4,80,1,5,1,60.0
7,89,1,5,7,80.0
8,72,1,4,2,65.0
2,84,0,6,4,60.0
6,88,1,4,1,72.0
2,89,1,4,3,61.0
7,46,0,9,5,36.0
3,64,0,7,1,43.0
1,64,1,7,4,37.0
9,67,0,4,5,60.0
4,98,1,6,7,80.0
7,91,1,8,6,88.0
4,74,0,9,0,60.0
2,41,0,4,3,17.0
9,67,0,7,9,65.0
